run_id	commit	resolution	wall_time_ms	model_ms	decode_ms	encode_ms	peak_vram_gb	text_score	layout_score	motion_score	loop_error	status	description
20260424T031128Z-modal-ltx-s4-seed107-1024x576	nogit	1024x576	1748.972	947.464	0.000	242.610	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031130Z-modal-ltx-s6-seed107-1024x576	nogit	1024x576	2039.195	1143.504	0.000	231.518	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031132Z-modal-ltx-s8-seed107-1024x576	nogit	1024x576	2154.447	1345.722	0.000	244.996	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031134Z-modal-ltx-s2-seed107-1280x736	nogit	1280x736	2074.568	1168.778	0.000	264.989	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031136Z-modal-ltx-s3-seed107-1280x736	nogit	1280x736	2185.496	1345.591	0.000	270.207	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031138Z-modal-ltx-s4-seed107-1280x736	nogit	1280x736	2408.411	1535.604	0.000	268.385	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031141Z-modal-ltx-s6-seed107-1280x736	nogit	1280x736	2743.171	1886.826	0.000	268.844	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031144Z-modal-ltx-s8-seed107-1280x736	nogit	1280x736	3107.711	2249.875	0.000	269.846	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031147Z-modal-ltx-s2-seed108-768x448	nogit	768x448	1180.432	414.242	0.000	212.232	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031148Z-modal-ltx-s3-seed108-768x448	nogit	768x448	1216.036	471.715	0.000	198.988	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031149Z-modal-ltx-s4-seed108-768x448	nogit	768x448	1284.969	527.577	0.000	205.812	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T031150Z-modal-ltx-s6-seed108-768x448	nogit	768x448	1465.778	640.542	0.000	218.182	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031152Z-modal-ltx-s8-seed108-768x448	nogit	768x448	1506.672	751.387	0.000	216.575	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031153Z-modal-ltx-s2-seed108-896x512	nogit	896x512	1361.545	582.459	0.000	217.675	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031155Z-modal-ltx-s3-seed108-896x512	nogit	896x512	1483.145	668.601	0.000	227.433	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031156Z-modal-ltx-s4-seed108-896x512	nogit	896x512	1562.954	747.182	0.000	234.789	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031158Z-modal-ltx-s6-seed108-896x512	nogit	896x512	1764.380	907.832	0.000	245.314	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031200Z-modal-ltx-s8-seed108-896x512	nogit	896x512	1897.812	1057.595	0.000	252.839	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031202Z-modal-ltx-s2-seed108-960x544	nogit	960x544	1495.635	672.784	0.000	248.924	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031203Z-modal-ltx-s3-seed108-960x544	nogit	960x544	1600.233	763.724	0.000	233.705	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031205Z-modal-ltx-s4-seed108-960x544	nogit	960x544	1654.963	847.807	0.000	252.519	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031206Z-modal-ltx-s6-seed108-960x544	nogit	960x544	1820.774	1032.328	0.000	228.729	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031208Z-modal-ltx-s8-seed108-960x544	nogit	960x544	2033.262	1204.505	0.000	259.441	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031210Z-modal-ltx-s2-seed108-1024x576	nogit	1024x576	1551.730	738.763	0.000	248.273	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031212Z-modal-ltx-s3-seed108-1024x576	nogit	1024x576	1710.403	845.448	0.000	255.936	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031213Z-modal-ltx-s4-seed108-1024x576	nogit	1024x576	1763.207	951.586	0.000	254.889	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031215Z-modal-ltx-s6-seed108-1024x576	nogit	1024x576	2005.829	1145.990	0.000	271.549	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031217Z-modal-ltx-s8-seed108-1024x576	nogit	1024x576	2222.479	1347.558	0.000	245.851	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031219Z-modal-ltx-s2-seed108-1280x736	nogit	1280x736	2047.023	1176.396	0.000	291.505	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031221Z-modal-ltx-s3-seed108-1280x736	nogit	1280x736	2256.521	1361.531	0.000	275.628	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031224Z-modal-ltx-s4-seed108-1280x736	nogit	1280x736	2391.398	1531.667	0.000	287.007	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031226Z-modal-ltx-s6-seed108-1280x736	nogit	1280x736	2856.892	1979.820	0.000	276.354	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031229Z-modal-ltx-s8-seed108-1280x736	nogit	1280x736	3157.731	2271.788	0.000	268.669	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031232Z-modal-ltx-s2-seed109-768x448	nogit	768x448	1188.530	409.229	0.000	207.763	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031233Z-modal-ltx-s3-seed109-768x448	nogit	768x448	1284.936	502.847	0.000	209.225	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031235Z-modal-ltx-s4-seed109-768x448	nogit	768x448	1367.260	534.029	0.000	218.361	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031236Z-modal-ltx-s6-seed109-768x448	nogit	768x448	1421.820	642.912	0.000	209.622	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031237Z-modal-ltx-s8-seed109-768x448	nogit	768x448	1583.005	749.272	0.000	220.234	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031239Z-modal-ltx-s2-seed109-896x512	nogit	896x512	1454.041	586.025	0.000	222.177	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031240Z-modal-ltx-s3-seed109-896x512	nogit	896x512	1504.342	666.234	0.000	221.410	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031242Z-modal-ltx-s4-seed109-896x512	nogit	896x512	1545.825	742.347	0.000	228.046	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031243Z-modal-ltx-s6-seed109-896x512	nogit	896x512	1712.934	899.448	0.000	228.356	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031245Z-modal-ltx-s8-seed109-896x512	nogit	896x512	1834.692	1057.519	0.000	216.402	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031247Z-modal-ltx-s2-seed109-960x544	nogit	960x544	1506.746	675.171	0.000	226.083	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031249Z-modal-ltx-s3-seed109-960x544	nogit	960x544	1598.721	766.657	0.000	232.122	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031250Z-modal-ltx-s4-seed109-960x544	nogit	960x544	1626.523	848.010	0.000	232.245	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031252Z-modal-ltx-s6-seed109-960x544	nogit	960x544	1889.096	1030.095	0.000	228.999	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031254Z-modal-ltx-s8-seed109-960x544	nogit	960x544	2035.457	1216.132	0.000	236.897	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031256Z-modal-ltx-s2-seed109-1024x576	nogit	1024x576	1685.141	745.957	0.000	236.959	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031257Z-modal-ltx-s3-seed109-1024x576	nogit	1024x576	2313.765	846.391	0.000	242.155	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031300Z-modal-ltx-s4-seed109-1024x576	nogit	1024x576	4330.111	947.462	0.000	255.664	14.1696	NA	NA	NA	NA	fail	Modal LTX I2V steps=4 guidance=1.0
20260424T031304Z-modal-ltx-s6-seed109-1024x576	nogit	1024x576	39338.183	1141.387	0.000	232.910	14.1696	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T031343Z-modal-ltx-s8-seed109-1024x576	nogit	1024x576	3106.069	1339.935	0.000	243.172	14.1696	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031347Z-modal-ltx-s2-seed109-1280x736	nogit	1280x736	2397.156	1161.087	0.000	272.453	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031349Z-modal-ltx-s3-seed109-1280x736	nogit	1280x736	2380.959	1352.666	0.000	274.865	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031351Z-modal-ltx-s4-seed109-1280x736	nogit	1280x736	2562.673	1525.238	0.000	287.599	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031354Z-modal-ltx-s6-seed109-1280x736	nogit	1280x736	2926.318	1883.907	0.000	302.675	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031357Z-modal-ltx-s8-seed109-1280x736	nogit	1280x736	3148.730	2242.628	0.000	291.103	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031400Z-modal-ltx-s2-seed110-768x448	nogit	768x448	1195.139	409.757	0.000	229.979	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031401Z-modal-ltx-s3-seed110-768x448	nogit	768x448	1226.352	472.902	0.000	211.201	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031402Z-modal-ltx-s4-seed110-768x448	nogit	768x448	1299.520	526.562	0.000	204.804	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T031404Z-modal-ltx-s6-seed110-768x448	nogit	768x448	1391.626	636.963	0.000	236.754	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031405Z-modal-ltx-s8-seed110-768x448	nogit	768x448	1505.013	745.971	0.000	213.295	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031407Z-modal-ltx-s2-seed110-896x512	nogit	896x512	1453.175	584.364	0.000	230.510	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031408Z-modal-ltx-s3-seed110-896x512	nogit	896x512	1437.049	659.167	0.000	215.256	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031409Z-modal-ltx-s4-seed110-896x512	nogit	896x512	1522.648	742.412	0.000	220.207	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031411Z-modal-ltx-s6-seed110-896x512	nogit	896x512	1705.132	904.548	0.000	230.986	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031413Z-modal-ltx-s8-seed110-896x512	nogit	896x512	1877.852	1062.739	0.000	238.689	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031415Z-modal-ltx-s2-seed110-960x544	nogit	960x544	1459.178	674.715	0.000	225.416	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031416Z-modal-ltx-s3-seed110-960x544	nogit	960x544	1528.725	757.403	0.000	225.607	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031418Z-modal-ltx-s4-seed110-960x544	nogit	960x544	1643.106	849.227	0.000	227.027	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031419Z-modal-ltx-s6-seed110-960x544	nogit	960x544	1824.374	1025.518	0.000	234.516	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031421Z-modal-ltx-s8-seed110-960x544	nogit	960x544	1973.440	1201.838	0.000	228.993	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031423Z-modal-ltx-s2-seed110-1024x576	nogit	1024x576	1594.892	748.642	0.000	240.438	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031425Z-modal-ltx-s3-seed110-1024x576	nogit	1024x576	1679.992	850.283	0.000	235.365	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031426Z-modal-ltx-s4-seed110-1024x576	nogit	1024x576	1764.948	947.046	0.000	236.457	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031428Z-modal-ltx-s6-seed110-1024x576	nogit	1024x576	2109.327	1142.218	0.000	245.091	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031430Z-modal-ltx-s8-seed110-1024x576	nogit	1024x576	2188.133	1343.637	0.000	238.605	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031432Z-modal-ltx-s2-seed110-1280x736	nogit	1280x736	2039.391	1168.644	0.000	273.610	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031434Z-modal-ltx-s3-seed110-1280x736	nogit	1280x736	2190.034	1348.608	0.000	271.798	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031437Z-modal-ltx-s4-seed110-1280x736	nogit	1280x736	2370.687	1534.750	0.000	272.932	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031439Z-modal-ltx-s6-seed110-1280x736	nogit	1280x736	2732.145	1880.294	0.000	268.558	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031442Z-modal-ltx-s8-seed110-1280x736	nogit	1280x736	3093.703	2248.324	0.000	279.892	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031445Z-modal-ltx-s2-seed111-768x448	nogit	768x448	1161.865	417.804	0.000	223.139	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031446Z-modal-ltx-s3-seed111-768x448	nogit	768x448	1218.683	470.089	0.000	225.582	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031447Z-modal-ltx-s4-seed111-768x448	nogit	768x448	1288.349	526.094	0.000	219.287	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T031448Z-modal-ltx-s6-seed111-768x448	nogit	768x448	1430.888	637.148	0.000	230.875	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031450Z-modal-ltx-s8-seed111-768x448	nogit	768x448	1509.273	748.679	0.000	213.268	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031451Z-modal-ltx-s2-seed111-896x512	nogit	896x512	1395.167	584.033	0.000	232.142	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031453Z-modal-ltx-s3-seed111-896x512	nogit	896x512	1428.617	661.494	0.000	229.626	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031454Z-modal-ltx-s4-seed111-896x512	nogit	896x512	1555.147	744.489	0.000	241.828	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031456Z-modal-ltx-s6-seed111-896x512	nogit	896x512	1706.464	905.808	0.000	247.878	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031458Z-modal-ltx-s8-seed111-896x512	nogit	896x512	1835.724	1062.917	0.000	230.871	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031459Z-modal-ltx-s2-seed111-960x544	nogit	960x544	1465.558	671.846	0.000	247.718	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031501Z-modal-ltx-s3-seed111-960x544	nogit	960x544	1582.006	765.302	0.000	237.477	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031502Z-modal-ltx-s4-seed111-960x544	nogit	960x544	1687.508	850.989	0.000	240.015	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031504Z-modal-ltx-s6-seed111-960x544	nogit	960x544	1844.675	1028.251	0.000	236.989	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031506Z-modal-ltx-s8-seed111-960x544	nogit	960x544	2005.730	1203.742	0.000	237.973	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031508Z-modal-ltx-s2-seed111-1024x576	nogit	1024x576	1595.715	744.483	0.000	243.061	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031510Z-modal-ltx-s3-seed111-1024x576	nogit	1024x576	1734.402	845.677	0.000	241.349	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031511Z-modal-ltx-s4-seed111-1024x576	nogit	1024x576	1760.592	945.724	0.000	244.515	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031513Z-modal-ltx-s6-seed111-1024x576	nogit	1024x576	1983.588	1148.307	0.000	241.843	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031515Z-modal-ltx-s8-seed111-1024x576	nogit	1024x576	2171.553	1348.734	0.000	234.565	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031517Z-modal-ltx-s2-seed111-1280x736	nogit	1280x736	2068.859	1174.612	0.000	270.891	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031519Z-modal-ltx-s3-seed111-1280x736	nogit	1280x736	2214.868	1350.267	0.000	268.707	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031522Z-modal-ltx-s4-seed111-1280x736	nogit	1280x736	2408.189	1536.357	0.000	265.840	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031524Z-modal-ltx-s6-seed111-1280x736	nogit	1280x736	2730.421	1888.185	0.000	268.804	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031527Z-modal-ltx-s8-seed111-1280x736	nogit	1280x736	3224.998	2248.134	0.000	271.942	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031530Z-modal-ltx-s2-seed112-768x448	nogit	768x448	1176.661	415.565	0.000	219.657	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031531Z-modal-ltx-s3-seed112-768x448	nogit	768x448	1238.570	478.434	0.000	214.282	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031532Z-modal-ltx-s4-seed112-768x448	nogit	768x448	1275.985	525.595	0.000	225.735	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T031534Z-modal-ltx-s6-seed112-768x448	nogit	768x448	1406.142	636.283	0.000	212.903	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031535Z-modal-ltx-s8-seed112-768x448	nogit	768x448	1526.883	751.742	0.000	220.229	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031537Z-modal-ltx-s2-seed112-896x512	nogit	896x512	1343.747	584.819	0.000	221.799	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031538Z-modal-ltx-s3-seed112-896x512	nogit	896x512	1431.384	663.584	0.000	221.469	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031539Z-modal-ltx-s4-seed112-896x512	nogit	896x512	1594.033	740.231	0.000	226.595	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031541Z-modal-ltx-s6-seed112-896x512	nogit	896x512	1687.763	905.718	0.000	219.062	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031543Z-modal-ltx-s8-seed112-896x512	nogit	896x512	1840.213	1063.329	0.000	234.693	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031544Z-modal-ltx-s2-seed112-960x544	nogit	960x544	1481.076	677.693	0.000	238.661	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031546Z-modal-ltx-s3-seed112-960x544	nogit	960x544	1558.818	764.864	0.000	229.993	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031547Z-modal-ltx-s4-seed112-960x544	nogit	960x544	1715.787	852.167	0.000	235.018	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031549Z-modal-ltx-s6-seed112-960x544	nogit	960x544	1842.410	1029.535	0.000	233.188	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031551Z-modal-ltx-s8-seed112-960x544	nogit	960x544	1990.192	1205.228	0.000	232.032	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031553Z-modal-ltx-s2-seed112-1024x576	nogit	1024x576	1559.579	742.590	0.000	239.158	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031555Z-modal-ltx-s3-seed112-1024x576	nogit	1024x576	1709.328	846.567	0.000	249.347	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031556Z-modal-ltx-s4-seed112-1024x576	nogit	1024x576	1770.284	955.074	0.000	261.237	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031558Z-modal-ltx-s6-seed112-1024x576	nogit	1024x576	1985.487	1149.186	0.000	249.651	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031600Z-modal-ltx-s8-seed112-1024x576	nogit	1024x576	2152.423	1349.152	0.000	249.196	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031602Z-modal-ltx-s2-seed112-1280x736	nogit	1280x736	2177.066	1201.624	0.000	300.314	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031604Z-modal-ltx-s3-seed112-1280x736	nogit	1280x736	2208.577	1357.781	0.000	267.457	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031607Z-modal-ltx-s4-seed112-1280x736	nogit	1280x736	2416.975	1535.201	0.000	287.984	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031609Z-modal-ltx-s6-seed112-1280x736	nogit	1280x736	2765.104	1898.245	0.000	283.056	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031612Z-modal-ltx-s8-seed112-1280x736	nogit	1280x736	3093.512	2255.411	0.000	286.969	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T031615Z-modal-ltx-s2-seed113-768x448	nogit	768x448	1233.805	413.291	0.000	233.122	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T031616Z-modal-ltx-s3-seed113-768x448	nogit	768x448	1265.039	506.768	0.000	228.974	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T031617Z-modal-ltx-s4-seed113-768x448	nogit	768x448	1287.129	533.475	0.000	222.267	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T031619Z-modal-ltx-s6-seed113-768x448	nogit	768x448	1386.415	636.223	0.000	215.483	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031620Z-modal-ltx-s8-seed113-768x448	nogit	768x448	1502.874	753.353	0.000	212.661	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T031622Z-modal-ltx-s2-seed113-896x512	nogit	896x512	1367.276	586.521	0.000	239.073	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T031623Z-modal-ltx-s3-seed113-896x512	nogit	896x512	1473.907	660.082	0.000	236.011	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T031624Z-modal-ltx-s4-seed113-896x512	nogit	896x512	1524.832	742.620	0.000	226.023	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T031626Z-modal-ltx-s6-seed113-896x512	nogit	896x512	1685.907	901.050	0.000	220.281	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T031628Z-modal-ltx-s8-seed113-896x512	nogit	896x512	1860.821	1069.388	0.000	222.764	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
