run_id	commit	resolution	wall_time_ms	model_ms	decode_ms	encode_ms	peak_vram_gb	text_score	layout_score	motion_score	loop_error	status	description
20260424T014618Z-modal-ltx-s3-seed2-1280x736	nogit	1280x736	2276.454	1363.828	0.000	301.119	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014620Z-modal-ltx-s4-seed2-1280x736	nogit	1280x736	2429.058	1528.703	0.000	296.271	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014623Z-modal-ltx-s6-seed2-1280x736	nogit	1280x736	2897.257	1895.306	0.000	298.985	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014626Z-modal-ltx-s8-seed2-1280x736	nogit	1280x736	3182.358	2250.265	0.000	302.126	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014629Z-modal-ltx-s2-seed3-768x448	nogit	768x448	1291.295	411.756	0.000	224.584	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014630Z-modal-ltx-s3-seed3-768x448	nogit	768x448	1255.479	471.221	0.000	233.277	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014631Z-modal-ltx-s4-seed3-768x448	nogit	768x448	1324.022	524.691	0.000	232.712	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014633Z-modal-ltx-s6-seed3-768x448	nogit	768x448	1502.752	636.689	0.000	213.277	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014634Z-modal-ltx-s8-seed3-768x448	nogit	768x448	1556.234	749.017	0.000	233.307	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014636Z-modal-ltx-s2-seed3-896x512	nogit	896x512	1562.533	584.448	0.000	235.643	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014637Z-modal-ltx-s3-seed3-896x512	nogit	896x512	1565.165	661.535	0.000	235.526	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014639Z-modal-ltx-s4-seed3-896x512	nogit	896x512	1605.564	747.559	0.000	228.116	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014640Z-modal-ltx-s6-seed3-896x512	nogit	896x512	1723.749	909.033	0.000	238.053	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014642Z-modal-ltx-s8-seed3-896x512	nogit	896x512	1907.717	1064.654	0.000	230.806	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014644Z-modal-ltx-s2-seed3-960x544	nogit	960x544	1582.306	675.239	0.000	247.384	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014646Z-modal-ltx-s3-seed3-960x544	nogit	960x544	1621.486	769.823	0.000	252.195	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014647Z-modal-ltx-s4-seed3-960x544	nogit	960x544	1711.787	856.580	0.000	251.354	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014649Z-modal-ltx-s6-seed3-960x544	nogit	960x544	1916.057	1029.085	0.000	239.173	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014651Z-modal-ltx-s8-seed3-960x544	nogit	960x544	2084.548	1210.020	0.000	254.279	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014653Z-modal-ltx-s2-seed3-1024x576	nogit	1024x576	1623.650	749.870	0.000	252.115	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014655Z-modal-ltx-s3-seed3-1024x576	nogit	1024x576	1722.864	845.117	0.000	265.832	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014656Z-modal-ltx-s4-seed3-1024x576	nogit	1024x576	1879.549	951.188	0.000	263.456	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014658Z-modal-ltx-s6-seed3-1024x576	nogit	1024x576	2114.327	1148.343	0.000	254.411	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014700Z-modal-ltx-s8-seed3-1024x576	nogit	1024x576	2243.454	1350.069	0.000	260.473	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014703Z-modal-ltx-s2-seed3-1280x736	nogit	1280x736	2213.203	1182.917	0.000	287.309	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014705Z-modal-ltx-s3-seed3-1280x736	nogit	1280x736	2397.608	1351.883	0.000	275.988	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014707Z-modal-ltx-s4-seed3-1280x736	nogit	1280x736	2583.917	1544.577	0.000	276.847	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014710Z-modal-ltx-s6-seed3-1280x736	nogit	1280x736	3163.695	1977.986	0.000	271.259	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T014713Z-modal-ltx-s8-seed3-1280x736	nogit	1280x736	3237.480	2272.560	0.000	277.991	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014716Z-modal-ltx-s2-seed4-768x448	nogit	768x448	1226.010	412.304	0.000	220.508	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014717Z-modal-ltx-s3-seed4-768x448	nogit	768x448	1252.263	474.335	0.000	220.943	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014719Z-modal-ltx-s4-seed4-768x448	nogit	768x448	1312.293	529.347	0.000	215.604	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014720Z-modal-ltx-s6-seed4-768x448	nogit	768x448	1429.419	637.414	0.000	215.948	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014721Z-modal-ltx-s8-seed4-768x448	nogit	768x448	1528.657	746.654	0.000	203.106	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014723Z-modal-ltx-s2-seed4-896x512	nogit	896x512	1475.738	576.706	0.000	217.421	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014724Z-modal-ltx-s3-seed4-896x512	nogit	896x512	1570.870	665.830	0.000	230.986	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014726Z-modal-ltx-s4-seed4-896x512	nogit	896x512	1601.073	746.769	0.000	230.808	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014728Z-modal-ltx-s6-seed4-896x512	nogit	896x512	1786.890	904.326	0.000	214.435	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014729Z-modal-ltx-s8-seed4-896x512	nogit	896x512	1878.228	1061.707	0.000	219.989	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014731Z-modal-ltx-s2-seed4-960x544	nogit	960x544	1567.419	675.379	0.000	236.550	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014733Z-modal-ltx-s3-seed4-960x544	nogit	960x544	1631.985	770.894	0.000	240.549	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014735Z-modal-ltx-s4-seed4-960x544	nogit	960x544	1690.454	853.139	0.000	238.337	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014736Z-modal-ltx-s6-seed4-960x544	nogit	960x544	1913.258	1036.701	0.000	233.045	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014738Z-modal-ltx-s8-seed4-960x544	nogit	960x544	2092.774	1209.166	0.000	225.971	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014740Z-modal-ltx-s2-seed4-1024x576	nogit	1024x576	1688.275	744.300	0.000	253.328	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014742Z-modal-ltx-s3-seed4-1024x576	nogit	1024x576	1699.148	852.086	0.000	252.641	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014744Z-modal-ltx-s4-seed4-1024x576	nogit	1024x576	1876.417	951.400	0.000	254.886	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014745Z-modal-ltx-s6-seed4-1024x576	nogit	1024x576	2087.295	1150.704	0.000	248.558	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014748Z-modal-ltx-s8-seed4-1024x576	nogit	1024x576	2204.216	1349.276	0.000	253.371	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014750Z-modal-ltx-s2-seed4-1280x736	nogit	1280x736	2166.351	1176.447	0.000	293.016	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014752Z-modal-ltx-s3-seed4-1280x736	nogit	1280x736	2269.556	1352.473	0.000	289.523	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014754Z-modal-ltx-s4-seed4-1280x736	nogit	1280x736	2389.169	1536.449	0.000	272.851	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014757Z-modal-ltx-s6-seed4-1280x736	nogit	1280x736	2993.231	1899.147	0.000	278.699	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014800Z-modal-ltx-s8-seed4-1280x736	nogit	1280x736	3162.487	2254.828	0.000	285.904	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014803Z-modal-ltx-s2-seed5-768x448	nogit	768x448	1191.126	413.933	0.000	221.638	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014804Z-modal-ltx-s3-seed5-768x448	nogit	768x448	1255.957	470.111	0.000	213.186	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014805Z-modal-ltx-s4-seed5-768x448	nogit	768x448	1305.460	525.107	0.000	219.841	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014807Z-modal-ltx-s6-seed5-768x448	nogit	768x448	1453.189	637.393	0.000	219.028	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014808Z-modal-ltx-s8-seed5-768x448	nogit	768x448	1594.071	751.583	0.000	212.335	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014810Z-modal-ltx-s2-seed5-896x512	nogit	896x512	1384.926	589.416	0.000	217.747	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014811Z-modal-ltx-s3-seed5-896x512	nogit	896x512	1450.829	662.147	0.000	234.494	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014812Z-modal-ltx-s4-seed5-896x512	nogit	896x512	1590.400	743.464	0.000	231.658	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014814Z-modal-ltx-s6-seed5-896x512	nogit	896x512	1848.381	894.930	0.000	232.521	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014816Z-modal-ltx-s8-seed5-896x512	nogit	896x512	1869.477	1064.273	0.000	228.339	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014818Z-modal-ltx-s2-seed5-960x544	nogit	960x544	1597.081	678.203	0.000	248.154	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014819Z-modal-ltx-s3-seed5-960x544	nogit	960x544	1647.042	765.163	0.000	250.783	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014821Z-modal-ltx-s4-seed5-960x544	nogit	960x544	1801.145	859.596	0.000	236.470	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014823Z-modal-ltx-s6-seed5-960x544	nogit	960x544	1981.151	1035.053	0.000	249.007	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014825Z-modal-ltx-s8-seed5-960x544	nogit	960x544	2102.780	1204.234	0.000	241.250	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014827Z-modal-ltx-s2-seed5-1024x576	nogit	1024x576	1627.441	751.538	0.000	250.764	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014828Z-modal-ltx-s3-seed5-1024x576	nogit	1024x576	1760.780	846.920	0.000	241.469	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014830Z-modal-ltx-s4-seed5-1024x576	nogit	1024x576	1854.304	943.636	0.000	239.410	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014832Z-modal-ltx-s6-seed5-1024x576	nogit	1024x576	2091.688	1147.371	0.000	240.121	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014834Z-modal-ltx-s8-seed5-1024x576	nogit	1024x576	2190.629	1355.045	0.000	244.588	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014836Z-modal-ltx-s2-seed5-1280x736	nogit	1280x736	2137.933	1172.672	0.000	272.608	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014839Z-modal-ltx-s3-seed5-1280x736	nogit	1280x736	2284.890	1383.763	0.000	295.043	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014841Z-modal-ltx-s4-seed5-1280x736	nogit	1280x736	2499.717	1560.292	0.000	281.301	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014843Z-modal-ltx-s6-seed5-1280x736	nogit	1280x736	2992.663	1929.479	0.000	285.615	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014846Z-modal-ltx-s8-seed5-1280x736	nogit	1280x736	3124.273	2265.668	0.000	263.447	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014849Z-modal-ltx-s2-seed6-768x448	nogit	768x448	1183.653	409.170	0.000	218.801	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014851Z-modal-ltx-s3-seed6-768x448	nogit	768x448	1270.547	476.732	0.000	233.175	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014852Z-modal-ltx-s4-seed6-768x448	nogit	768x448	1379.957	528.153	0.000	203.363	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014853Z-modal-ltx-s6-seed6-768x448	nogit	768x448	36206.867	637.326	0.000	229.822	14.0152	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T014929Z-modal-ltx-s8-seed6-768x448	nogit	768x448	2043.650	759.417	0.000	222.442	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014932Z-modal-ltx-s2-seed6-896x512	nogit	896x512	1580.117	598.949	0.000	238.680	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014933Z-modal-ltx-s3-seed6-896x512	nogit	896x512	1603.018	665.265	0.000	230.554	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014935Z-modal-ltx-s4-seed6-896x512	nogit	896x512	1581.615	752.916	0.000	247.043	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014936Z-modal-ltx-s6-seed6-896x512	nogit	896x512	1848.803	916.057	0.000	252.340	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014938Z-modal-ltx-s8-seed6-896x512	nogit	896x512	1907.646	1073.124	0.000	249.959	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014940Z-modal-ltx-s2-seed6-960x544	nogit	960x544	1532.972	680.381	0.000	251.466	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014942Z-modal-ltx-s3-seed6-960x544	nogit	960x544	1799.886	788.260	0.000	262.328	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014943Z-modal-ltx-s4-seed6-960x544	nogit	960x544	1792.451	873.865	0.000	259.548	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014945Z-modal-ltx-s6-seed6-960x544	nogit	960x544	1954.924	1089.120	0.000	265.172	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014947Z-modal-ltx-s8-seed6-960x544	nogit	960x544	2245.649	1228.308	0.000	271.544	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014949Z-modal-ltx-s2-seed6-1024x576	nogit	1024x576	1700.617	775.765	0.000	268.331	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014951Z-modal-ltx-s3-seed6-1024x576	nogit	1024x576	1748.025	853.758	0.000	268.217	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014953Z-modal-ltx-s4-seed6-1024x576	nogit	1024x576	1889.437	1005.241	0.000	276.203	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014955Z-modal-ltx-s6-seed6-1024x576	nogit	1024x576	2034.112	1192.036	0.000	265.453	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014957Z-modal-ltx-s8-seed6-1024x576	nogit	1024x576	2240.178	1353.338	0.000	260.589	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014959Z-modal-ltx-s2-seed6-1280x736	nogit	1280x736	2251.902	1185.319	0.000	294.288	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015001Z-modal-ltx-s3-seed6-1280x736	nogit	1280x736	2299.187	1378.747	0.000	296.836	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015004Z-modal-ltx-s4-seed6-1280x736	nogit	1280x736	2535.099	1546.283	0.000	316.644	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015006Z-modal-ltx-s6-seed6-1280x736	nogit	1280x736	3025.235	1977.028	0.000	299.689	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T015009Z-modal-ltx-s8-seed6-1280x736	nogit	1280x736	3326.314	2331.248	0.000	302.719	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T015012Z-modal-ltx-s2-seed7-768x448	nogit	768x448	1340.237	445.502	0.000	231.548	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015014Z-modal-ltx-s3-seed7-768x448	nogit	768x448	1368.701	503.742	0.000	231.369	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015015Z-modal-ltx-s4-seed7-768x448	nogit	768x448	1451.683	557.413	0.000	242.317	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015017Z-modal-ltx-s6-seed7-768x448	nogit	768x448	1480.739	669.848	0.000	230.987	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015018Z-modal-ltx-s8-seed7-768x448	nogit	768x448	1654.147	779.266	0.000	232.789	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015020Z-modal-ltx-s2-seed7-896x512	nogit	896x512	1493.059	627.339	0.000	251.368	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015021Z-modal-ltx-s3-seed7-896x512	nogit	896x512	1566.602	702.001	0.000	244.519	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015023Z-modal-ltx-s4-seed7-896x512	nogit	896x512	1685.946	759.399	0.000	258.613	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015025Z-modal-ltx-s6-seed7-896x512	nogit	896x512	1873.440	947.121	0.000	250.987	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015026Z-modal-ltx-s8-seed7-896x512	nogit	896x512	2087.122	1111.713	0.000	262.338	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015028Z-modal-ltx-s2-seed7-960x544	nogit	960x544	1672.092	733.216	0.000	273.517	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015030Z-modal-ltx-s3-seed7-960x544	nogit	960x544	1659.579	815.450	0.000	259.321	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015032Z-modal-ltx-s4-seed7-960x544	nogit	960x544	1749.311	923.720	0.000	254.443	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015034Z-modal-ltx-s6-seed7-960x544	nogit	960x544	1927.440	1086.879	0.000	266.908	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015036Z-modal-ltx-s8-seed7-960x544	nogit	960x544	2093.153	1261.050	0.000	263.871	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015038Z-modal-ltx-s2-seed7-1024x576	nogit	1024x576	1658.877	772.236	0.000	271.442	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015039Z-modal-ltx-s3-seed7-1024x576	nogit	1024x576	1827.244	908.277	0.000	271.859	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015041Z-modal-ltx-s4-seed7-1024x576	nogit	1024x576	1869.907	1010.030	0.000	281.035	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015043Z-modal-ltx-s6-seed7-1024x576	nogit	1024x576	2128.211	1208.114	0.000	277.275	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015045Z-modal-ltx-s8-seed7-1024x576	nogit	1024x576	2272.291	1400.281	0.000	272.679	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015047Z-modal-ltx-s2-seed7-1280x736	nogit	1280x736	2239.986	1255.428	0.000	309.209	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015050Z-modal-ltx-s3-seed7-1280x736	nogit	1280x736	2408.202	1449.656	0.000	288.369	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015052Z-modal-ltx-s4-seed7-1280x736	nogit	1280x736	2578.313	1627.558	0.000	308.882	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015055Z-modal-ltx-s6-seed7-1280x736	nogit	1280x736	2903.413	1988.231	0.000	320.829	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015058Z-modal-ltx-s8-seed7-1280x736	nogit	1280x736	3241.475	2332.696	0.000	296.630	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T015101Z-modal-ltx-s2-seed8-768x448	nogit	768x448	1231.565	434.437	0.000	237.299	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T015102Z-modal-ltx-s3-seed8-768x448	nogit	768x448	1303.003	509.469	0.000	243.558	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015103Z-modal-ltx-s4-seed8-768x448	nogit	768x448	1386.147	565.192	0.000	250.446	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015105Z-modal-ltx-s6-seed8-768x448	nogit	768x448	1459.970	646.969	0.000	237.078	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015106Z-modal-ltx-s8-seed8-768x448	nogit	768x448	1666.582	750.464	0.000	239.215	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015108Z-modal-ltx-s2-seed8-896x512	nogit	896x512	1484.029	629.359	0.000	241.209	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015109Z-modal-ltx-s3-seed8-896x512	nogit	896x512	1599.788	710.887	0.000	245.708	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015111Z-modal-ltx-s4-seed8-896x512	nogit	896x512	1606.967	778.980	0.000	243.584	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015113Z-modal-ltx-s6-seed8-896x512	nogit	896x512	1845.440	948.297	0.000	274.927	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T015114Z-modal-ltx-s8-seed8-896x512	nogit	896x512	1934.565	1082.698	0.000	247.759	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T015116Z-modal-ltx-s2-seed8-960x544	nogit	960x544	1611.621	696.845	0.000	258.823	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T015118Z-modal-ltx-s3-seed8-960x544	nogit	960x544	1646.764	773.330	0.000	268.482	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T015120Z-modal-ltx-s4-seed8-960x544	nogit	960x544	1774.594	861.656	0.000	256.360	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T015121Z-modal-ltx-s6-seed8-960x544	nogit	960x544	1964.998	1044.152	0.000	283.144	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
